sentence_id,text,tags

train-s908,"Guk baino sosa gehiago mugitzen du , eta guztiz talde profesionala da .",PRON ADV NOUN DET VERB AUX PUNCT CCONJ ADV NOUN ADJ AUX PUNCT

train-s909,Oraindik ez du ziurtatuta txartela .,ADV PART VERB VERB NOUN PUNCT

train-s910,"Laugarren kirolaria , berriz , gipuzkoarra izango da :",ADJ ADJ PUNCT CCONJ PUNCT ADJ AUX AUX PUNCT

train-s911,Zein dira bide horiek ?,DET AUX NOUN DET PUNCT

train-s912,"Goizeko 10:00etan ziren deklaratzen hastekoak , baina atzeratu egin ziren , Mendizabal Valdemoroko espetxetik ekarri behar baitzuten .",NOUN NUM AUX VERB VERB PUNCT CCONJ VERB VERB AUX PUNCT PROPN PROPN NOUN VERB NOUN VERB PUNCT

train-s913,Ez dago maratoilari batentzat agur esateko Atenas baino leku hoberik .,PART VERB NOUN NUM NOUN VERB PROPN ADV NOUN ADJ PUNCT

train-s914,"Hasiera batean , hamar hiri aurkeztu ziren kirol zita nagusia antolatu asmoz , baina abuztuaren 28an gainerako bost hiriak kaleratu egin zituzten ( Sevilla , Kuala Lumpur , Bangkok , Kairo eta Habana ) .",NOUN NUM PUNCT NUM NOUN VERB AUX NOUN NOUN ADJ VERB NOUN PUNCT CCONJ NOUN NUM ADJ NUM NOUN VERB VERB AUX PUNCT PROPN PUNCT PROPN PROPN PUNCT PROPN PUNCT PROPN CCONJ PROPN PUNCT PUNCT

train-s915,"Ez du ezer gehiago idaztekorik , ordea , hitz guztiak zalantzazkoak egiten baitzaizkio .",PART VERB PRON DET VERB PUNCT CCONJ PUNCT NOUN DET NOUN VERB AUX PUNCT

train-s916,Iru�etik emitituko da ETB1ko meza .,PROPN VERB AUX PROPN NOUN PUNCT

train-s917,Argentinako San Salvador de Velasco ( g.e. San Salvador de Jujuy ) hiriaren sortzaile izan zen .,PROPN NOUN PROPN X PROPN PUNCT PROPN NOUN PROPN X PROPN PUNCT NOUN NOUN AUX AUX PUNCT

train-s918,"Ihesaren jatorria aurkitu ondoren , zentraleko larrialdi taldeak erreaktorea hozteari ekin zion , gehiegizko berotzeak sortutako kalteak neurtzeko .",NOUN NOUN VERB ADV PUNCT NOUN NOUN NOUN NOUN VERB VERB AUX PUNCT ADJ VERB VERB NOUN VERB PUNCT

train-s919,Ez zuen txartelik erakutsi .,PART AUX NOUN VERB PUNCT

train-s920,- Biztanleriaren batezbestekoa baino zaharxeagoak dira .,PUNCT NOUN NOUN ADV ADJ AUX PUNCT

train-s921,Portland erraztasun osoz nagusitu da .,PROPN NOUN ADJ VERB AUX PUNCT

train-s922,Kontratua berritzen ez badu baztertuta egongo da urte guztian .,NOUN VERB PART AUX VERB AUX AUX NOUN DET PUNCT

train-s923,Neska dardaratu egin zen bere izena gizon haren ezpainetan entzun zuenean .,NOUN VERB VERB AUX DET NOUN NOUN DET NOUN VERB AUX PUNCT

train-s924,"Halere , saio bat gehiago izango da .",CCONJ PUNCT NOUN NUM DET VERB AUX PUNCT

train-s925,Leila zain zeukaten lekuan gelditu zen autoa .,PROPN ADV VERB NOUN VERB AUX NOUN PUNCT

train-s926,""" Hosin horretatik ( jeinu alemanaren barne-barneko indar ezkutuen hondotik alegia ) erne da Erreforma alemana :",PUNCT NOUN DET PUNCT NOUN ADJ NOUN NOUN ADJ NOUN CCONJ PUNCT VERB AUX NOUN ADJ PUNCT

train-s927,"FONTCUBERTAren hitzetatik jalkitzen den pesimismo hori errealitatea agortu delako uste horrek probokatua dago , beharbada .",PROPN NOUN VERB AUX NOUN DET NOUN VERB AUX NOUN DET VERB AUX PUNCT ADV PUNCT

train-s928,"Anonimoak garela , eta , anonimoak garenez , inor ez dela elkartzen .",ADJ AUX PUNCT CCONJ PUNCT ADJ AUX PUNCT PRON PART AUX VERB PUNCT

train-s929,"Finaleko body-arekin agertzen zen , noski .",NOUN NOUN VERB AUX PUNCT ADV PUNCT

train-s930,"EAEko sozialistek iragan asteburuan Bilbon egin zuten kongresuan izendatuko zutela uste zuten , baina azkenean astebeteko epea zabaldu zen , ea beste hautagairen bat agertzen zen .",PROPN ADJ VERB NOUN PROPN VERB AUX NOUN VERB AUX NOUN VERB PUNCT CCONJ ADV NOUN NOUN VERB AUX PUNCT X DET NOUN NUM VERB AUX PUNCT

train-s931,""" Garbi dago Giroa krono-igoeran erabakiko dela "" .",PUNCT ADV VERB NOUN NOUN VERB AUX PUNCT PUNCT

train-s932,"Horietatik , 9 berritu behar dira .",DET PUNCT NUM VERB NOUN VERB PUNCT

train-s933,Ez zuten batak bestea ondo ulertzen .,PART AUX NUM DET ADV VERB PUNCT

train-s934,Txernobilgo zentral nuklearreko azken erreaktorea geldiarazi dute .,PROPN NOUN ADJ ADJ NOUN VERB AUX PUNCT

train-s935,Galarretan ere estelar polita dute :,PROPN CCONJ NOUN ADJ VERB PUNCT

train-s936,Sarrerako tentsioa diodoan geratuko da .,NOUN NOUN NOUN VERB AUX PUNCT

train-s937,""" Garo�ak gure osasunarengan egiten du bonbardaketa , garai batean Gernikan gertatu zen bezala "" .",PUNCT PROPN PRON NOUN VERB AUX NOUN PUNCT NOUN NUM PROPN VERB AUX ADV PUNCT PUNCT

train-s938,"Joane , podiumetik 14 segundora gelditu zara .",PROPN PUNCT NOUN NUM NOUN VERB AUX PUNCT

train-s939,""" Europakoa helduko da heldu den sasoian , baina garrantzitsuena gaur irabaztea zen .",PUNCT NOUN VERB AUX VERB AUX NOUN PUNCT CCONJ ADJ ADV VERB AUX PUNCT

train-s940,ANNIKAK sekula ez zuen azaldu interes berezirik estatua egipziarrekiko .,PROPN ADV PART AUX VERB NOUN ADJ NOUN ADJ PUNCT

train-s941,"Ez zen horrelakorik gertatu ; aspaldiko ohitura haiek galduak zituen , nonbait .",PART AUX ADJ VERB PUNCT ADJ NOUN DET VERB AUX PUNCT ADV PUNCT

train-s942,eta ehunka zauriturik daude horren ondorioz .,CCONJ DET VERB VERB DET NOUN PUNCT

train-s943,"Rider jokalari ikusgarria da , eta dohain berezi horiek erakusten baditu , Phil Jackson entrenatzaile soil bat baino askoz gehiago dela frogatuko da berriro .",PROPN NOUN ADJ AUX PUNCT CCONJ NOUN ADJ DET VERB AUX PUNCT PROPN PROPN NOUN ADJ NUM ADV ADV DET VERB VERB AUX ADV PUNCT

train-s944,Eta sozietate familiar horren berezitasun nagusia hauxe izango da :,CCONJ NOUN ADJ DET NOUN ADJ DET AUX AUX PUNCT

train-s945,42 urte ditu eta oraindik puntako txirrindularia da .,NUM NOUN VERB CCONJ ADV ADJ NOUN AUX PUNCT

train-s946,Sei urterako fitxatu dute .,NUM NOUN VERB AUX PUNCT

train-s947,"- Konforme , zuek irabazi .",PUNCT ADV PUNCT PRON VERB PUNCT

train-s948,""" Katzavek irabazi izanak agerian utzi du etsipen handia sortu duela Baraken politikak .",PUNCT PROPN VERB AUX ADV VERB AUX NOUN ADJ VERB AUX PROPN NOUN PUNCT

train-s949,"Euskararen erabilerari dagokionez , honako hau izan daiteke ondoriorik garrantzitsuena :",NOUN NOUN VERB PUNCT ADJ DET VERB AUX NOUN ADJ PUNCT

train-s950,""" Ariel Sharonen bisita oso kaltegarria izan da "" .",PUNCT PROPN PROPN NOUN ADV ADJ AUX AUX PUNCT PUNCT

train-s951,""" Armak uzteko bidea ireki genien eta hiltzen jarraitzen dute "" .",PUNCT NOUN VERB NOUN VERB AUX CCONJ VERB VERB AUX PUNCT PUNCT

train-s952,"Lehenik , Lagisqueten hitzak ditugu :",ADV PUNCT PROPN NOUN VERB PUNCT

train-s953,Proiektuok egungo mahastien azpiegitura eta kalitatea hobetzean oinarrituko dira .,NOUN ADJ NOUN NOUN CCONJ NOUN VERB VERB AUX PUNCT

train-s954,"Horretarako Lotinak zenbait aldaketa egingo ditu hamaikakoan , taldeko lerro guztietan nobedadeak sartuz .",DET PROPN DET NOUN VERB AUX NOUN PUNCT NOUN NOUN DET NOUN VERB PUNCT

train-s955,"Berdin zait lagunek , Gorkak eta eskolakoek zer dioten .",ADJ VERB NOUN PUNCT PROPN CCONJ NOUN DET VERB PUNCT

train-s956,Hurrengoan jakingo baita batzuetan bide legal eta demokratikoak ez direla aski arrazoia alde izan arren .,NOUN VERB AUX ADV NOUN ADJ CCONJ ADJ PART AUX ADV NOUN NOUN AUX CCONJ PUNCT

train-s957,Baina aldaketa horien guztien motorea edo eragilea energia izan dugu .,CCONJ NOUN DET DET NOUN CCONJ NOUN NOUN AUX AUX PUNCT

train-s958,"Gure lan honetan , subjektuak afasiko bilakatu aurretik elebidunak zirenez , haiek izandako hizkuntz garapena , hizkuntz ikaskuntza , hizkuntz giroa eta hizkuntzen erabilpena funtsezko elementuak dira .",PRON NOUN DET PUNCT NOUN ADJ VERB NOUN ADJ AUX PUNCT DET VERB NOUN NOUN PUNCT NOUN NOUN PUNCT NOUN NOUN CCONJ NOUN NOUN ADJ NOUN AUX PUNCT

train-s959,Sail bakoitzean hiru sari banatuko dira .,NOUN ADJ NUM NOUN VERB AUX PUNCT

train-s960,- Eta karobikoak egun batzuk zeramatzak hilik .,PUNCT CCONJ NOUN NOUN DET VERB ADV PUNCT

train-s961,Ez dakizu zein bilakaera izango duen norgehiagokak .,PART VERB DET NOUN VERB AUX NOUN PUNCT

train-s962,"Rositak eta senideek "" mendiko tipulak "" ateratzen dituzte jateko .",PROPN CCONJ NOUN PUNCT NOUN NOUN PUNCT VERB AUX VERB PUNCT

train-s963,Proiektua dagoeneko egonkorra zela azpimarratu zuen .,NOUN ADV ADJ AUX VERB AUX PUNCT

train-s964,Soineko luze honek du izena .,NOUN ADJ DET VERB NOUN PUNCT

train-s965,Juan Jose Ibarretxe lehendakaria eta PSE-EEko Nicolas Redondo Terreros idazkari orokorra Madrilen elkartu ziren atzo .,PROPN PROPN PROPN NOUN CCONJ PROPN PROPN PROPN PROPN NOUN ADJ PROPN VERB AUX ADV PUNCT

train-s966,Aurrelaria zen orduan Carmona .,NOUN AUX ADV PROPN PUNCT

train-s967,Apaiztu ( 1928 ) eta Alesbes eta Zarrakaztelun egon zen .,VERB PUNCT NUM PUNCT CCONJ PROPN CCONJ PROPN VERB AUX PUNCT

train-s968,""" Derbietan ez dago faboritorik "" .",PUNCT NOUN PART VERB ADJ PUNCT PUNCT

train-s969,Bitartekari lana egiten nuen batzuetan .,NOUN NOUN VERB AUX ADV PUNCT

train-s970,"Bixente Lizarazu eta Deschamps euskal jokalariek titular jokatuko dute , beraz , Frantzian .",PROPN PROPN CCONJ PROPN NOUN NOUN NOUN VERB AUX PUNCT CCONJ PUNCT PROPN PUNCT

train-s971,Bere lurretara ekarri guztiak .,DET NOUN VERB DET PUNCT

train-s972,Tentazio horri eusten diotenek soilik amaitzen dituzte ikasketak .,NOUN DET VERB AUX ADV VERB AUX NOUN PUNCT

train-s973,"- Etorri , andere�o !",PUNCT VERB PUNCT NOUN PUNCT

train-s974,Ireki orduko zimeltzen dira .,VERB ADV VERB AUX PUNCT

train-s975,Estatu bakoitzeko hautetsi nagusiak hilaren 18an bilduko dira ordezkari batzorde batean Estatu Batuetako presidentea aukeratzeko .,NOUN ADJ NOUN ADJ NOUN NUM VERB AUX NOUN NOUN NUM NOUN ADJ NOUN VERB PUNCT

train-s976,UPN eta PSNk aurretik adostua zuten datorren urteko aurrekontu testua eta CDNk ez zuela inoren proposamenik sostengatuko iragarri zuen .,PROPN CCONJ PROPN NOUN VERB VERB VERB NOUN NOUN NOUN CCONJ PROPN PART AUX PRON NOUN VERB VERB AUX PUNCT

train-s977,Jendeak ez daki kutsatuta dagoena .,NOUN PART VERB VERB VERB PUNCT

train-s978,"Ondoren , bere edukia laburbiltzen saiatu zen .",ADV PUNCT DET NOUN VERB VERB AUX PUNCT

train-s979,"Carme Juyent irakaslearen ustetan , hizkuntzen %90 galduko dira .",PROPN PROPN NOUN NOUN PUNCT NOUN NUM VERB AUX PUNCT

train-s980,""" Entzun , entzun , lore urdin ... "" ?",PUNCT VERB PUNCT VERB PUNCT NOUN ADJ PUNCT PUNCT PUNCT

train-s981,"Baldar , plater handian igo zen kazakhstandarra .",ADJ PUNCT NOUN ADJ VERB AUX ADJ PUNCT

train-s982,"Lurrean etzanda geratu dira , paperez inguratuta .",NOUN VERB VERB AUX PUNCT NOUN VERB PUNCT

train-s983,Ezin nion negarrari utzi .,NOUN VERB NOUN VERB PUNCT

train-s984,"Ordezkoen aulkian , Iru atezaina , Matxon atzelaria , Gorka Soria erdilaria eta Arenaza eta Pablo Zuluaga aurrelariak izanen dira .",NOUN NOUN PUNCT PROPN NOUN PUNCT PROPN NOUN PUNCT PROPN PROPN NOUN CCONJ PROPN CCONJ PROPN PROPN NOUN VERB AUX PUNCT

train-s985,Errekuperatu ostean titular izan beharko luke .,VERB NOUN NOUN AUX VERB AUX PUNCT

train-s986,Honelaxe jarraitu zuen harrapaketak luzaroan .,ADV VERB AUX NOUN ADV PUNCT

train-s987,"Gakoa , ostera , atzealdean dago .",NOUN PUNCT CCONJ PUNCT NOUN VERB PUNCT

train-s988,Hombrados atezaina eta Alberto Martin hegala baja izango dira .,PROPN NOUN CCONJ PROPN PROPN NOUN NOUN AUX AUX PUNCT

train-s989,Osasunak Aitor Ocio aurkeztuko du asteazkenean .,PROPN PROPN PROPN VERB AUX NOUN PUNCT

train-s990,"Sakearekin ere ondo aritu naiz "" .",NOUN CCONJ ADV VERB AUX PUNCT PUNCT

train-s991,Azken zortzi urteetan lehen aldiz elkartu dira bi Koreetako ministroak .,ADJ NUM NOUN ADJ NOUN VERB AUX NUM PROPN NOUN PUNCT

train-s992,Fenomeno honetan oinarritzen dira eguzki-energiaz baliatzen diren eguzki-panelak .,NOUN DET VERB AUX NOUN VERB AUX NOUN PUNCT

train-s993,lan ere horrela egiten dugu .,NOUN CCONJ ADV VERB AUX PUNCT

train-s994,Belaunikatu eta paper biltzen hasi da Julia .,VERB CCONJ NOUN VERB VERB AUX PROPN PUNCT

train-s995,Politikoki bultzatutako hilketa izan zela esan zuen batasunak .,ADV VERB NOUN AUX AUX VERB AUX NOUN PUNCT

train-s996,Howard Winstone boxeolari britainiarra zendu da .,PROPN PROPN NOUN ADJ VERB AUX PUNCT

train-s997,Bertan agertzen diren ideia nagusiak osatzeko ondo etorriko zaizu berriro 58. jarduera irakurtzea .,ADV VERB AUX NOUN ADJ VERB ADV VERB AUX ADV ADJ NOUN VERB PUNCT

train-s998,Azken hilabeteotan hainbat pertsonalitate hil dituzte Serbian .,ADJ NOUN DET NOUN VERB AUX PROPN PUNCT

train-s999,Helburu horrek galarazi egiten dio etapen jokoan sartzea .,NOUN DET VERB VERB AUX NOUN NOUN VERB PUNCT

train-s1000,""" FUTBOLA erraza da :",PUNCT NOUN ADJ AUX PUNCT

train-s1001,Titulua irabazteko azken aukera du .,NOUN VERB ADJ NOUN VERB PUNCT

train-s1002,"Adierazitako saiakera asko EEBBetan burutu dira , sarritan konplexuegiak , maneiatzeko zailak eta denbora luzea eskatzen duten eskalak izan dira .",VERB NOUN DET PROPN VERB AUX PUNCT ADV ADJ PUNCT VERB ADJ CCONJ NOUN ADJ VERB AUX NOUN VERB AUX PUNCT

train-s1003,Postu hoberik ez du inoiz lortu .,NOUN ADJ PART AUX ADV VERB PUNCT

train-s1004,Baina gehien kezkatu gaituztenak akordioa eta sor zitekeen egoera desitxuratzeko egin dituzten ahaleginak izan dira .,CCONJ ADV VERB AUX NOUN CCONJ VERB AUX NOUN VERB VERB AUX NOUN AUX AUX PUNCT

train-s1005,"Hortaz , aldi horretan , beraren erabilera lexikoaren arlokoa dela baiezta dezakegula uste dugu .",CCONJ PUNCT NOUN DET PUNCT DET NOUN NOUN NOUN AUX VERB AUX NOUN VERB PUNCT

train-s1006,"Alta , bi urte ia jokatu gabe egin ditu Erroman eta taldean sartzea kostako zaio .",CCONJ PUNCT NUM NOUN ADV VERB ADV VERB AUX PROPN CCONJ NOUN VERB VERB AUX PUNCT

train-s1007,EGUN handia izan daiteke biharkoa Frantziako futbolarentzat .,NOUN ADJ AUX AUX NOUN PROPN NOUN PUNCT

train-s1008,"Oso triste nengoen , barrutik eta kanpotik .",ADV ADJ AUX PUNCT NOUN CCONJ NOUN PUNCT

train-s1009,""" Jatorrizko estatuaren berririk ez da .",PUNCT ADJ NOUN NOUN PART VERB PUNCT

train-s1010,Jonasek ezin izan zuen eserita iraun .,PROPN NOUN VERB AUX VERB VERB PUNCT

train-s1011,"Egia da Armstrong eta Ullrich zirela faborito nagusiak , baina Ekimovek irabaztea ez da ezustekoa .",NOUN AUX PROPN CCONJ PROPN AUX ADJ ADJ PUNCT CCONJ PROPN VERB PART AUX ADJ PUNCT

train-s1012,Bi taldeok parekatuta gaude eta nik ez dut faborito garbirik ikusten .,NUM NOUN VERB AUX CCONJ PRON PART AUX ADJ ADJ VERB PUNCT

train-s1013,Urkiolan San Antonio abadearen santutegi errenazentista dago .,PROPN NOUN PROPN NOUN NOUN ADJ VERB PUNCT

train-s1014,"Aldiz , ez zen hori lortu eta orain igandeko partidua bakarrik izan behar dugu buruan .",CCONJ PUNCT PART AUX DET VERB CCONJ ADV NOUN NOUN ADV VERB NOUN VERB NOUN PUNCT

train-s1015,"Partidua irabazteaz gain , bere hautagaitza berretsi zuen atzo .",NOUN VERB NOUN PUNCT DET NOUN VERB AUX ADV PUNCT

train-s1016,Karibeko atletek jauzi handia egin dute erreleboetan .,PROPN NOUN NOUN ADJ VERB AUX NOUN PUNCT

train-s1017,"Erakusketa horrek informatika eta komunikazio produktuak jasoko ditu , eta enpresa eta profesionalei zuzenduta dago .",NOUN DET NOUN CCONJ NOUN NOUN VERB AUX PUNCT CCONJ NOUN CCONJ NOUN VERB AUX PUNCT

train-s1018,"Ibarretxek gobernatzen jarraitzeko "" legitimitate parlamentariorik "" ez duela nabarmendu ostean , sozialistek zentsura mozioan egingo dituzten proposamenak laburbildu zituen .",PROPN VERB VERB PUNCT NOUN ADJ PUNCT PART VERB VERB NOUN PUNCT ADJ NOUN NOUN VERB AUX NOUN VERB AUX PUNCT

train-s1019,"Ez zuten , baina , partidu erraza izan kamerundarrek .",PART AUX PUNCT CCONJ PUNCT NOUN ADJ VERB NOUN PUNCT

train-s1020,Dimitri Svatkovski errusiarrak ezustea eman zuen atzo pentatloi modernoko urrezko domina lortzean .,PROPN PROPN ADJ NOUN VERB AUX ADV NOUN ADJ ADJ NOUN VERB PUNCT

train-s1021,"I�aki Rekarte presoak gutun bat igorri du isolamenduan jasaten dituen "" presio eta kontrolak "" salatuz .",PROPN PROPN NOUN NOUN NUM VERB AUX NOUN VERB AUX PUNCT NOUN CCONJ NOUN PUNCT VERB PUNCT

train-s1022,Kofi Annanek gehiegikerien erantzuleak atxilotzeko eta Nazio Batuetako kideak babesteko eskatu dio Jakartari .,PROPN PROPN NOUN NOUN VERB CCONJ NOUN ADJ NOUN VERB VERB AUX PROPN PUNCT

train-s1023,"( Euskaraz da Laxalten "" A Cup ot Tea in Pamplona "" , edo ' Kafea hartzea Iru�ean ' ere ( Elkar , 1986 ) , itzultzaile beraren lumatik ) .",PUNCT NOUN VERB PROPN PUNCT NOUN NOUN NOUN NOUN NOUN NOUN PUNCT PUNCT CCONJ PUNCT NOUN VERB PROPN PUNCT CCONJ PUNCT PROPN PUNCT NUM PUNCT PUNCT NOUN DET NOUN PUNCT PUNCT

train-s1024,Eta orduan bera ere bueltaka eta bilin-balanka hasi zen tunel madarikatu hartan .,CCONJ ADV DET CCONJ ADV CCONJ ADV VERB AUX NOUN ADJ DET PUNCT

train-s1025,"OSASUNAK Aitor Ocio aurkeztuko du datorren asteazkenean , gasteiztarrarekin erabateko akordioa lortu ondoren .",PROPN PROPN PROPN VERB AUX VERB NOUN PUNCT ADJ ADJ NOUN VERB ADV PUNCT

train-s1026,Poeta trebe eta ironikoa izan zen .,NOUN ADJ CCONJ ADJ AUX AUX PUNCT

train-s1027,"Taldeak txarto jokatu zuela aitortu arren , bilbotarrek pozik daude , hiru puntuak etxean geratu direlako .",NOUN ADV VERB AUX VERB CCONJ PUNCT NOUN ADV VERB PUNCT NUM NOUN NOUN VERB AUX PUNCT

train-s1028,Gauza asko daude amerikarrek dituztenak eta guk ez .,NOUN DET AUX ADJ VERB CCONJ PRON PART PUNCT

train-s1029,"Yrizarrek euskal dialektologiari egindako ekarpen zerrendari amaiera emateko , ezinbestekoa iruditzen zait haren azterketa demolinguistikoak aipatzea .",PROPN NOUN NOUN VERB NOUN NOUN NOUN VERB PUNCT NOUN VERB AUX DET NOUN ADJ VERB PUNCT

train-s1030,"Kolore hau lortzeko , hainbat oxido nahastu behar ziren .",NOUN DET VERB PUNCT DET NOUN VERB NOUN VERB PUNCT

train-s1031,Hezkuntza baita gerra honen beste fronteetako bat .,NOUN AUX NOUN DET DET NOUN NUM PUNCT

train-s1032,"Bertzela , aurrelari portugaldarra Bordelera joanen litzateke .",CCONJ PUNCT NOUN ADJ PROPN VERB AUX PUNCT

train-s1033,""" Perth bisitatzea ere gustatuko litzaidake "" .",PUNCT PROPN VERB CCONJ VERB AUX PUNCT PUNCT

train-s1034,Asmo hori gauzatu ahal izateko kalitateko jokalari berriak aurkitzeari ekin zion zuzendaritza taldeak .,NOUN DET VERB NOUN VERB NOUN NOUN ADJ VERB VERB AUX NOUN NOUN PUNCT

train-s1035,Alaitz eta Maider trikitilariek beren lehen diskoa plazaratu dute .,PROPN CCONJ PROPN NOUN DET ADJ NOUN VERB AUX PUNCT

train-s1036,"Gero Boticak ongi asmatu dute , eta aitzin-multzoak ere lana beltz egin du .",ADV NOUN ADV VERB AUX PUNCT CCONJ NOUN CCONJ NOUN ADJ VERB AUX PUNCT

train-s1037,Legendara pasatua zen Mosen Pierres de Peralta .,NOUN VERB AUX PROPN PROPN X PROPN PUNCT

train-s1038,Baztertuak milioika dira :,VERB ADV AUX PUNCT

train-s1039,"Maratoia irabazi ostean , sekula lortu duzun garaipenik "" onena "" izan zela adierazi zenuen .",NOUN VERB NOUN PUNCT ADV VERB AUX NOUN PUNCT ADJ PUNCT VERB AUX VERB AUX PUNCT

train-s1040,Ez zuen beste aukerarik Juan Jose Ibarretxeren gobernuak .,PART VERB DET NOUN PROPN PROPN PROPN NOUN PUNCT

train-s1041,Liburua gaztelerara itzultzeko asmoa ere badute .,NOUN NOUN VERB NOUN CCONJ VERB PUNCT

train-s1042,"Argi iturriak aipatu ditugu aurreko jarduera horretan , baina argia sortzen den lekutik , fokutik , nola hedatzen da beste lekuetara ?",NOUN NOUN VERB AUX NOUN NOUN DET PUNCT CCONJ NOUN VERB AUX NOUN PUNCT NOUN PUNCT ADV VERB AUX DET NOUN PUNCT

train-s1043,""" Batetik , hirugarren agintaldi bat lortzeko asmoz aurkeztu zuen Fujimorik hautagaitza .",PUNCT NUM PUNCT ADJ NOUN NUM VERB NOUN VERB AUX PROPN NOUN PUNCT

train-s1044,bakoitzak upeletik zuzenean hartu behar du sagardoa .,ADJ NOUN ADV VERB NOUN VERB NOUN PUNCT

train-s1045,Zer gertatzen da ?,DET VERB AUX PUNCT

train-s1046,""" Finlandiar guztiak berdinak izango dira legez .",PUNCT NOUN DET ADJ AUX AUX ADV PUNCT

train-s1047,Zaragozan eta Salamancan ikasi eta apaiz egin zen .,PROPN CCONJ PROPN VERB CCONJ NOUN VERB AUX PUNCT

train-s1048,"Halere , "" hamabost lagunez osatutako pe�a ofizialak baino mugimendu kementsuagoa da Indar Gorri taldea "" Diazen ustez .",CCONJ PUNCT PUNCT NUM NOUN VERB NOUN ADJ ADV NOUN ADJ AUX NOUN ADJ NOUN PUNCT PROPN NOUN PUNCT

train-s1049,"International Herald Tribune egunkariak lehen orriko albiste nagusitzat jo du , eta lehen orriko argazki nagusia ere eman dio .",PROPN PROPN PROPN NOUN ADJ NOUN NOUN ADJ VERB AUX PUNCT CCONJ ADJ NOUN NOUN ADJ CCONJ VERB AUX PUNCT

train-s1050,"Ez da harritzekoa Angramain horrela mintzatzea , bere helburu bakarra baitu beti ongi izatea .",PART AUX VERB PROPN ADV VERB PUNCT DET NOUN ADJ AUX ADV ADV AUX PUNCT

train-s1051,Hizkuntza lan - edo ikerketa-tresna duten lagunek Leioan egin zuten bizibidea astebetez .,NOUN NOUN PUNCT CCONJ NOUN AUX NOUN PROPN VERB AUX NOUN NOUN PUNCT

train-s1052,Aurtengo ere baikor agertu da azken bost urteotako txapelduna :,ADV CCONJ ADJ VERB AUX ADJ NUM NOUN NOUN PUNCT

train-s1053,Bi itzuliren faltan ( 12km ) Alvaroren aldea 1:48koa zen .,NUM NOUN NOUN PUNCT NOUN PUNCT PROPN NOUN NUM AUX PUNCT

train-s1054,"Samways , berriz , partidu bateko zigorra bete ondoren , bihar berriro agertuko da .",PROPN PUNCT CCONJ PUNCT NOUN NUM NOUN VERB ADV PUNCT ADV ADV VERB AUX PUNCT

train-s1055,"Herrialdeka , EAEko hiru herrialdeetan lehenengoa da :",ADV PUNCT PROPN NUM NOUN ADJ AUX PUNCT

train-s1056,Jada 19.000 lagunek azaldu dute eskaera egiteko nahia .,ADV NUM NOUN VERB AUX NOUN VERB NOUN PUNCT

train-s1057,Ez zoaz oporretan ala ?,PART VERB NOUN CCONJ PUNCT

train-s1058,"Emakumeenak diren espetxeak , beste funtzionamendu bat daukate .",NOUN VERB NOUN PUNCT DET NOUN NUM VERB PUNCT

train-s1059,( Maitasunaren historia bat munduaren historia bat da ) .,PUNCT NOUN NOUN NUM NOUN NOUN NUM AUX PUNCT PUNCT

train-s1060,"Erlojupekoa irabazi ondotik , sailkapenean ere , Laszlo Bodrogi bera da lider .",NOUN VERB NOUN PUNCT NOUN CCONJ PUNCT PROPN PROPN DET AUX NOUN PUNCT

train-s1061,"Bada , ardura neurrian hartzen dugu .",CCONJ PUNCT NOUN NOUN VERB AUX PUNCT

train-s1062,"Beharbada ez naiz domina bat lortzeko moduan izango , baina aurrean egotea espero dut .",ADV PART AUX NOUN NUM VERB NOUN VERB PUNCT CCONJ NOUN VERB NOUN VERB PUNCT

train-s1063,"Horretarako , ia herri guztietan teknika bera erabiltzen zen :",DET PUNCT ADV NOUN DET NOUN DET VERB AUX PUNCT

train-s1064,"Gobernuak genozidiotzat jo zuen Jugoslaviako gerra , eta mila medikuren doako laguntza eskaini zuen Kosovoko iheslari albaniarrez arduratzeko .",NOUN NOUN VERB AUX PROPN NOUN PUNCT CCONJ NUM NOUN ADJ NOUN VERB AUX PROPN NOUN ADJ VERB PUNCT

train-s1065,Itsutu egiten naiz .,VERB VERB AUX PUNCT

train-s1066,"Gaurko partiduan oso serio jokatu dugu , eta atzean oso ondo ibili arren , hobetzeko gauza dexente ditugu oraindik .",ADJ NOUN ADV ADJ VERB AUX PUNCT CCONJ NOUN ADV ADV VERB CCONJ PUNCT VERB NOUN DET VERB ADV PUNCT

train-s1067,Meritu handiko garaipena da Ekimovek lortu duena .,NOUN ADJ NOUN AUX PROPN VERB AUX PUNCT

train-s1068,Ezin sinetsizkoa dun .,NOUN VERB VERB PUNCT

train-s1069,Hego Euskal Herriak 47.870 milioi pezeta jasoko ditu Europako Gizarte Fondotik .,NOUN NOUN NOUN NUM DET NOUN VERB AUX PROPN NOUN NOUN PUNCT

train-s1070,""" Urteko unerik onenean izango naizela uste dut "" .",PUNCT NOUN NOUN ADJ VERB AUX NOUN AUX PUNCT PUNCT

train-s1071,Hasiera batean ez dela titutar izango dirudi .,NOUN NUM PART AUX NOUN AUX VERB PUNCT

